dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,8.909016,16.360645,3.937492,2.641388,0.551572,-0.498388,5.945037
0.020000,8.959061,16.343062,3.990536,2.652217,0.541458,-0.505707,5.945618
0.020000,9.009319,16.325442,4.043793,2.662841,0.531192,-0.513297,5.946374
0.020000,9.059788,16.307796,4.097258,2.673257,0.520769,-0.521120,5.947310
0.020000,9.110468,16.290134,4.150928,2.683460,0.510187,-0.529133,5.948428
0.020000,9.161358,16.272469,4.204797,2.693450,0.499467,-0.535984,5.949734
0.020000,9.212457,16.254811,4.258861,2.703221,0.488593,-0.543689,5.951230
0.020000,9.263765,16.237172,4.313116,2.712771,0.477496,-0.554848,5.952922
0.020000,9.315281,16.219565,4.367558,2.722099,0.466375,-0.556085,5.954813
0.020000,9.367005,16.202001,4.422182,2.731198,0.454946,-0.571421,5.956909
0.020000,9.418935,16.184496,4.476984,2.740067,0.443470,-0.573828,5.959212
0.020000,9.471071,16.167060,4.531958,2.748705,0.431867,-0.580142,5.961727
0.020000,9.523412,16.149708,4.587100,2.757105,0.420044,-0.591130,5.964460
0.020000,9.575957,16.132455,4.642405,2.765269,0.408156,-0.594422,5.967414
0.020000,9.628706,16.115313,4.697869,2.773192,0.396155,-0.600033,5.970593
0.020000,9.681657,16.098299,4.753486,2.780873,0.384057,-0.604912,5.974003
0.020000,9.734809,16.081426,4.809253,2.788310,0.371879,-0.608887,5.977648
0.020000,9.788162,16.064711,4.865163,2.795503,0.359644,-0.611766,5.981533
0.020000,9.841714,16.048168,4.921212,2.802451,0.347377,-0.613339,5.985662
0.020000,9.895464,16.031814,4.977395,2.809155,0.335192,-0.609230,5.990039
0.020000,9.949411,16.015666,5.033707,2.815612,0.322890,-0.615111,5.994670
0.020000,10.003554,15.999739,5.090144,2.821828,0.310757,-0.606641,5.999559
0.020000,10.057891,15.984051,5.146700,2.827803,0.298749,-0.600403,6.004710
0.020000,10.112420,15.968620,5.203371,2.833539,0.286842,-0.595347,6.010128
0.020000,10.167140,15.953461,5.260151,2.839043,0.275178,-0.583202,6.015817
0.020000,10.222050,15.938595,5.317038,2.844319,0.263821,-0.567879,6.021782
0.020000,10.277147,15.924038,5.374025,2.849374,0.252726,-0.554755,6.028027
0.020000,10.332429,15.909809,5.431110,2.854215,0.242080,-0.532286,6.034555
0.020000,10.387895,15.895927,5.488287,2.858854,0.231908,-0.508598,6.041371
0.020000,10.443543,15.882410,5.545553,2.863300,0.222294,-0.480691,6.048477
0.020000,10.499371,15.869278,5.602904,2.867566,0.213330,-0.448198,6.055879
0.020000,10.555376,15.856549,5.660337,2.871668,0.205115,-0.410753,6.063578
0.020000,10.611556,15.844243,5.717850,2.875624,0.197755,-0.367999,6.071577
0.020000,10.667910,15.832380,5.775439,2.879450,0.191346,-0.320435,6.079879
0.020000,10.724435,15.820979,5.833102,2.883168,0.185901,-0.272272,6.088486
0.020000,10.781130,15.810060,5.890838,2.886806,0.181863,-0.201895,6.097399
0.020000,10.837991,15.799642,5.948646,2.890384,0.178917,-0.147306,6.106620
0.020000,10.895017,15.789746,6.006525,2.893934,0.177502,-0.070751,6.116149
0.020000,10.952207,15.780391,6.064474,2.897486,0.177595,0.004656,6.125985
0.020000,11.009196,15.771524,6.122149,2.883737,-0.687458,-43.252654,6.130399
0.020000,11.074344,15.761597,6.188049,3.295004,20.563337,1062.539760,6.133520
0.020000,11.139927,15.751812,6.254358,3.315456,1.022610,-977.036337,6.136632
0.020000,11.205721,15.742204,6.320850,3.324600,0.457191,-28.270987,6.139722
0.020000,11.271349,15.732826,6.387145,3.314742,-0.492874,-47.503241,6.142775
0.020000,11.336658,15.723695,6.453089,3.297200,-0.877095,-19.211031,6.145782
0.020000,11.401646,15.714807,6.518682,3.279642,-0.877901,-0.040307,6.148745
0.020000,11.466311,15.706157,6.583923,3.262066,-0.878789,-0.044422,6.151662
0.020000,11.530653,15.697740,6.648813,3.244471,-0.879756,-0.048320,6.154536
0.020000,11.594668,15.689551,6.713350,3.226861,-0.880534,-0.038897,6.157366
0.020000,11.658357,15.681585,6.777534,3.209228,-0.881613,-0.053971,6.160152
0.020000,11.721716,15.673839,6.841366,3.191580,-0.882436,-0.041139,6.162895
0.020000,11.784746,15.666306,6.904844,3.173910,-0.883479,-0.052164,6.165595
0.020000,11.847444,15.658984,6.967969,3.156221,-0.884451,-0.048607,6.168253
0.020000,11.909810,15.651867,7.030739,3.138513,-0.885400,-0.047429,6.170868
0.020000,11.971841,15.644952,7.093155,3.120785,-0.886417,-0.050882,6.173442
0.020000,12.033537,15.638233,7.155215,3.103036,-0.887446,-0.051442,6.175975
